episode,steps,total_reward,success,key_found_step,door_attempts_without_key,door_opened_step,mean_loss,mean_td_error,mean_q_value,mean_mood_value,mean_mood_action,mean_overall_mood,exploration_boosts,mean_mood_bias,epsilon,effective_epsilon,success_rate_100
0,30,-10.0000,1,-1,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,1.0000,0.0000,1.0000
1,100,-35.5000,0,-1,0,-1,2.345854,-0.090034,-0.213699,0.000000,0.000000,0.000000,0,0.000000,0.9962,0.0000,0.5000
2,100,-35.5000,0,-1,0,-1,0.812098,-0.001887,-0.292764,0.000000,0.000000,0.000000,0,0.000000,0.9924,0.0000,0.3333
3,100,-34.0000,0,-1,0,-1,0.561732,-0.024281,-0.318227,0.000000,0.000000,0.000000,0,0.000000,0.9886,0.0000,0.2500
4,24,-9.4000,1,-1,0,-1,0.482765,0.018200,-0.357857,0.000000,0.000000,0.000000,0,0.000000,0.9847,0.0000,0.4000
5,31,-11.6000,1,-1,0,-1,0.747896,0.006620,-0.312457,0.000000,0.000000,0.000000,0,0.000000,0.9809,0.0000,0.5000
6,100,-42.5000,0,-1,0,-1,1.192766,-0.004310,-0.314381,0.000000,0.000000,0.000000,0,0.000000,0.9771,0.0000,0.4286
7,100,-34.0000,0,-1,0,-1,1.006759,-0.004322,-0.334705,0.000000,0.000000,0.000000,0,0.000000,0.9733,0.0000,0.3750
8,100,-31.5000,0,-1,0,-1,0.747499,-0.014420,-0.329795,0.000000,0.000000,0.000000,0,0.000000,0.9695,0.0000,0.3333
9,100,-100.5000,0,-1,0,-1,1.083018,-0.006177,-0.361934,0.000000,0.000000,0.000000,0,0.000000,0.9657,0.0000,0.3000
10,93,-23.8000,1,-1,0,-1,1.178830,-0.003357,-0.410187,0.000000,0.000000,0.000000,0,0.000000,0.9618,0.0000,0.3636
11,100,-38.0000,0,-1,0,-1,1.459051,0.008030,-0.381453,0.000000,0.000000,0.000000,0,0.000000,0.9580,0.0000,0.3333
12,100,-44.0000,0,-1,0,-1,1.230542,-0.057893,-0.443516,0.000000,0.000000,0.000000,0,0.000000,0.9542,0.0000,0.3077
13,100,-76.0000,0,-1,0,-1,1.477297,0.006964,-0.649888,0.000000,0.000000,0.000000,0,0.000000,0.9504,0.0000,0.2857
14,100,-34.5000,0,-1,0,-1,1.408435,-0.009111,-0.588117,0.000000,0.000000,0.000000,0,0.000000,0.9466,0.0000,0.2667
15,100,-42.5000,0,-1,0,-1,1.102468,0.002387,-0.599723,0.000000,0.000000,0.000000,0,0.000000,0.9428,0.0000,0.2500
16,23,-6.8000,1,-1,0,-1,1.741863,-0.088835,-0.608214,0.000000,0.000000,0.000000,0,0.000000,0.9390,0.0000,0.2941
17,10,-2.0000,1,-1,0,-1,1.137417,0.147683,-0.693000,0.000000,0.000000,0.000000,0,0.000000,0.9351,0.0000,0.3333
18,100,-36.0000,0,-1,0,-1,1.305136,-0.003951,-0.622440,0.000000,0.000000,0.000000,0,0.000000,0.9313,0.0000,0.3158
19,100,-38.0000,0,-1,0,-1,1.704114,0.005749,-0.619141,0.000000,0.000000,0.000000,0,0.000000,0.9275,0.0000,0.3000
20,100,-30.0000,0,-1,0,-1,1.542909,-0.014118,-0.640983,0.000000,0.000000,0.000000,0,0.000000,0.9237,0.0000,0.2857
21,100,-32.0000,0,-1,0,-1,1.062035,0.002319,-0.608278,0.000000,0.000000,0.000000,0,0.000000,0.9199,0.0000,0.2727
22,80,-55.0000,1,-1,0,-1,0.853681,-0.006135,-0.593799,0.000000,0.000000,0.000000,0,0.000000,0.9161,0.0000,0.3043
23,49,-15.4000,1,-1,0,-1,1.076695,0.019956,-0.625929,0.000000,0.000000,0.000000,0,0.000000,0.9122,0.0000,0.3333
24,100,-37.5000,0,-1,0,-1,1.324571,-0.024832,-0.611353,0.000000,0.000000,0.000000,0,0.000000,0.9084,0.0000,0.3200
25,100,-35.0000,0,-1,0,-1,1.092174,-0.021243,-0.790025,0.000000,0.000000,0.000000,0,0.000000,0.9046,0.0000,0.3077
26,100,-36.0000,0,-1,0,-1,1.205795,-0.007418,-0.821367,0.000000,0.000000,0.000000,0,0.000000,0.9008,0.0000,0.2963
27,100,-76.0000,0,-1,0,-1,1.235415,-0.010144,-0.858657,0.000000,0.000000,0.000000,0,0.000000,0.8970,0.0000,0.2857
28,100,-44.0000,0,-1,0,-1,1.399459,0.006432,-0.868827,0.000000,0.000000,0.000000,0,0.000000,0.8932,0.0000,0.2759
29,100,-36.0000,0,-1,0,-1,1.137965,-0.006603,-0.862581,0.000000,0.000000,0.000000,0,0.000000,0.8894,0.0000,0.2667
30,100,-48.5000,0,-1,0,-1,1.398455,0.008428,-0.897873,0.000000,0.000000,0.000000,0,0.000000,0.8855,0.0000,0.2581
31,67,-38.2000,1,-1,0,-1,1.394410,-0.018889,-0.874029,0.000000,0.000000,0.000000,0,0.000000,0.8817,0.0000,0.2812
