episode,steps,total_reward,success,key_found_step,door_attempts_without_key,door_opened_step,shield_pickup_step,trap_hit_step,path_type,wall_bumps,mean_loss,mean_td_error,mean_q_value,mean_mood_value,mean_mood_action,mean_overall_mood,exploration_boosts,mean_mood_bias,epsilon,effective_epsilon,success_rate_100
159,100,-18.0000,0,-1,0,-1,56,42,timeout,0,2.756963,-0.036882,-0.608154,0.000000,0.000000,0.000000,0,0.000000,0.7983,0.0000,0.3700
160,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.492725,0.021261,-0.585251,0.000000,0.000000,0.000000,0,0.000000,0.7971,0.0000,0.3700
161,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,2.187784,0.010775,-0.552192,0.000000,0.000000,0.000000,0,0.000000,0.7958,0.0000,0.3700
162,100,-9.0000,0,-1,0,-1,14,68,timeout,0,2.056518,0.008219,-0.549854,0.000000,0.000000,0.000000,0,0.000000,0.7945,0.0000,0.3700
163,100,-18.0000,0,-1,0,-1,18,8,timeout,0,2.817842,-0.012862,-0.590483,0.000000,0.000000,0.000000,0,0.000000,0.7933,0.0000,0.3700
164,42,-44.2000,1,-1,0,-1,-1,6,trap_rush,0,3.169724,-0.052603,-0.536869,0.000000,0.000000,0.000000,0,0.000000,0.7920,0.0000,0.3800
165,18,-11.8000,1,-1,0,-1,-1,14,trap_rush,0,2.928866,0.085753,-0.528221,0.000000,0.000000,0.000000,0,0.000000,0.7907,0.0000,0.3800
166,70,4.0000,1,-1,0,-1,16,68,shield_route,0,2.600002,-0.020971,-0.556772,0.000000,0.000000,0.000000,0,0.000000,0.7895,0.0000,0.3900
167,16,-11.6000,1,-1,0,-1,-1,12,trap_rush,0,2.126924,0.076476,-0.543431,0.000000,0.000000,0.000000,0,0.000000,0.7882,0.0000,0.4000
168,24,-52.4000,1,-1,0,-1,-1,8,trap_rush,0,2.541236,-0.079814,-0.547226,0.000000,0.000000,0.000000,0,0.000000,0.7869,0.0000,0.4100
169,100,-8.0000,0,-1,0,-1,36,-1,timeout,0,2.487041,-0.024336,-0.569506,0.000000,0.000000,0.000000,0,0.000000,0.7856,0.0000,0.4000
170,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.561556,0.002825,-0.567714,0.000000,0.000000,0.000000,0,0.000000,0.7844,0.0000,0.3900
171,100,-39.0000,0,-1,0,-1,10,74,timeout,0,2.751560,-0.006830,-0.581656,0.000000,0.000000,0.000000,0,0.000000,0.7831,0.0000,0.3800
172,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.489607,0.000574,-0.613204,0.000000,0.000000,0.000000,0,0.000000,0.7818,0.0000,0.3800
173,100,-8.0000,0,-1,0,-1,48,-1,timeout,0,2.771462,0.031484,-0.568072,0.000000,0.000000,0.000000,0,0.000000,0.7806,0.0000,0.3700
174,36,-3.6000,1,-1,0,-1,-1,34,trap_rush,0,2.484539,-0.074610,-0.506584,0.000000,0.000000,0.000000,0,0.000000,0.7793,0.0000,0.3800
175,100,-18.0000,0,-1,0,-1,20,8,timeout,0,2.786964,-0.001041,-0.539135,0.000000,0.000000,0.000000,0,0.000000,0.7780,0.0000,0.3700
176,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,2.351529,0.002263,-0.552312,0.000000,0.000000,0.000000,0,0.000000,0.7768,0.0000,0.3700
177,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,2.233135,0.007229,-0.532556,0.000000,0.000000,0.000000,0,0.000000,0.7755,0.0000,0.3600
178,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.548656,-0.003849,-0.523827,0.000000,0.000000,0.000000,0,0.000000,0.7742,0.0000,0.3600
179,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,2.440283,-0.026842,-0.523866,0.000000,0.000000,0.000000,0,0.000000,0.7730,0.0000,0.3600
180,100,-8.0000,0,-1,0,-1,30,-1,timeout,0,2.559139,0.005759,-0.565553,0.000000,0.000000,0.000000,0,0.000000,0.7717,0.0000,0.3600
181,100,-8.0000,0,-1,0,-1,14,-1,timeout,0,2.354005,-0.017730,-0.568381,0.000000,0.000000,0.000000,0,0.000000,0.7704,0.0000,0.3600
182,100,-8.0000,0,-1,0,-1,22,-1,timeout,0,2.420792,0.010332,-0.564341,0.000000,0.000000,0.000000,0,0.000000,0.7692,0.0000,0.3500
183,42,-24.2000,1,-1,0,-1,-1,36,trap_rush,0,2.283613,0.008616,-0.533580,0.000000,0.000000,0.000000,0,0.000000,0.7679,0.0000,0.3600
184,100,-18.0000,0,-1,0,-1,16,4,timeout,0,2.470201,-0.022600,-0.601722,0.000000,0.000000,0.000000,0,0.000000,0.7666,0.0000,0.3600
185,100,-8.0000,0,-1,0,-1,42,-1,timeout,0,2.410961,0.014977,-0.553384,0.000000,0.000000,0.000000,0,0.000000,0.7654,0.0000,0.3600
186,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,2.150469,-0.026688,-0.572946,0.000000,0.000000,0.000000,0,0.000000,0.7641,0.0000,0.3500
187,100,-8.0000,0,-1,0,-1,12,-1,timeout,0,2.301194,-0.000408,-0.583718,0.000000,0.000000,0.000000,0,0.000000,0.7628,0.0000,0.3500
188,100,-8.0000,0,-1,0,-1,18,-1,timeout,0,2.204639,0.007735,-0.587355,0.000000,0.000000,0.000000,0,0.000000,0.7615,0.0000,0.3400
189,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,2.311947,-0.003440,-0.555891,0.000000,0.000000,0.000000,0,0.000000,0.7603,0.0000,0.3300
190,100,-8.0000,0,-1,0,-1,14,-1,timeout,0,2.444721,-0.012483,-0.603080,0.000000,0.000000,0.000000,0,0.000000,0.7590,0.0000,0.3300
191,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.463117,-0.010010,-0.561591,0.000000,0.000000,0.000000,0,0.000000,0.7577,0.0000,0.3200
192,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,2.098394,0.005708,-0.642367,0.000000,0.000000,0.000000,0,0.000000,0.7565,0.0000,0.3200
193,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,2.098192,-0.026971,-0.622695,0.000000,0.000000,0.000000,0,0.000000,0.7552,0.0000,0.3100
194,28,-11.8000,1,-1,0,-1,10,22,shield_route,0,1.702923,0.092733,-0.633772,0.000000,0.000000,0.000000,0,0.000000,0.7539,0.0000,0.3100
195,30,-23.0000,1,-1,0,-1,-1,20,trap_rush,0,2.425727,-0.130981,-0.638054,0.000000,0.000000,0.000000,0,0.000000,0.7527,0.0000,0.3100
196,100,-18.0000,0,-1,0,-1,32,14,timeout,0,2.135766,0.046439,-0.629957,0.000000,0.000000,0.000000,0,0.000000,0.7514,0.0000,0.3100
197,100,-8.0000,0,-1,0,-1,22,-1,timeout,0,2.225767,-0.033962,-0.600155,0.000000,0.000000,0.000000,0,0.000000,0.7501,0.0000,0.3100
198,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,2.085373,-0.002117,-0.618132,0.000000,0.000000,0.000000,0,0.000000,0.7489,0.0000,0.3000
199,100,-8.0000,0,-1,0,-1,24,-1,timeout,0,2.356849,-0.003913,-0.649613,0.000000,0.000000,0.000000,0,0.000000,0.7476,0.0000,0.2900
200,100,-8.0000,0,-1,0,-1,18,-1,timeout,0,2.200648,0.002131,-0.619372,0.000000,0.000000,0.000000,0,0.000000,0.7463,0.0000,0.2900
201,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,2.024883,-0.011718,-0.605795,0.000000,0.000000,0.000000,0,0.000000,0.7451,0.0000,0.2900
202,100,-8.0000,0,-1,0,-1,30,-1,timeout,0,2.202353,0.015383,-0.623351,0.000000,0.000000,0.000000,0,0.000000,0.7438,0.0000,0.2900
203,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,2.047848,-0.007573,-0.608334,0.000000,0.000000,0.000000,0,0.000000,0.7425,0.0000,0.2900
204,100,-8.0000,0,-1,0,-1,14,-1,timeout,0,1.633366,-0.010445,-0.616673,0.000000,0.000000,0.000000,0,0.000000,0.7413,0.0000,0.2800
205,100,-9.0000,0,-1,0,-1,6,32,timeout,0,1.818110,0.004524,-0.656329,0.000000,0.000000,0.000000,0,0.000000,0.7400,0.0000,0.2800
206,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.881965,-0.009537,-0.636425,0.000000,0.000000,0.000000,0,0.000000,0.7387,0.0000,0.2800
207,100,-8.0000,0,-1,0,-1,14,-1,timeout,0,2.294424,0.001343,-0.648124,0.000000,0.000000,0.000000,0,0.000000,0.7374,0.0000,0.2800
208,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,2.303447,-0.025283,-0.666847,0.000000,0.000000,0.000000,0,0.000000,0.7362,0.0000,0.2800
209,100,-8.0000,0,-1,0,-1,14,-1,timeout,0,2.055268,-0.003171,-0.639514,0.000000,0.000000,0.000000,0,0.000000,0.7349,0.0000,0.2800
210,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.360309,0.003619,-0.606696,0.000000,0.000000,0.000000,0,0.000000,0.7336,0.0000,0.2700
211,78,3.2000,1,-1,0,-1,56,76,shield_route,0,1.985887,0.015977,-0.644006,0.000000,0.000000,0.000000,0,0.000000,0.7324,0.0000,0.2700
212,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.850203,0.015058,-0.627397,0.000000,0.000000,0.000000,0,0.000000,0.7311,0.0000,0.2600
213,8,-0.8000,1,-1,0,-1,-1,6,trap_rush,0,1.272405,0.014313,-0.591536,0.000000,0.000000,0.000000,0,0.000000,0.7298,0.0000,0.2600
214,70,-46.0000,1,-1,0,-1,8,56,shield_route,0,2.343752,-0.036905,-0.619600,0.000000,0.000000,0.000000,0,0.000000,0.7286,0.0000,0.2700
215,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,2.053581,-0.005859,-0.667191,0.000000,0.000000,0.000000,0,0.000000,0.7273,0.0000,0.2700
216,100,-8.0000,0,-1,0,-1,28,-1,timeout,0,1.828911,-0.004833,-0.641478,0.000000,0.000000,0.000000,0,0.000000,0.7260,0.0000,0.2600
217,100,-8.0000,0,-1,0,-1,12,-1,timeout,0,1.916259,-0.020742,-0.659218,0.000000,0.000000,0.000000,0,0.000000,0.7248,0.0000,0.2500
218,38,7.2000,1,-1,0,-1,18,36,shield_route,0,1.848306,0.004231,-0.685219,0.000000,0.000000,0.000000,0,0.000000,0.7235,0.0000,0.2600
219,100,-19.0000,0,-1,0,-1,6,32,timeout,0,1.645152,0.031395,-0.669098,0.000000,0.000000,0.000000,0,0.000000,0.7222,0.0000,0.2600
220,100,-19.0000,0,-1,0,-1,24,98,timeout,0,1.932234,-0.016859,-0.661539,0.000000,0.000000,0.000000,0,0.000000,0.7210,0.0000,0.2600
221,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.753525,-0.009225,-0.668962,0.000000,0.000000,0.000000,0,0.000000,0.7197,0.0000,0.2600
222,100,-18.0000,0,-1,0,-1,24,4,timeout,0,1.958204,0.015459,-0.656149,0.000000,0.000000,0.000000,0,0.000000,0.7184,0.0000,0.2500
223,100,-8.0000,0,-1,0,-1,22,-1,timeout,0,1.779575,0.000837,-0.637879,0.000000,0.000000,0.000000,0,0.000000,0.7172,0.0000,0.2400
224,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,2.117312,-0.019867,-0.647454,0.000000,0.000000,0.000000,0,0.000000,0.7159,0.0000,0.2400
225,28,8.2000,1,-1,0,-1,4,26,shield_route,0,2.193033,-0.017694,-0.642343,0.000000,0.000000,0.000000,0,0.000000,0.7146,0.0000,0.2500
226,10,-21.0000,1,-1,0,-1,-1,4,trap_rush,0,1.752350,-0.018890,-0.659323,0.000000,0.000000,0.000000,0,0.000000,0.7134,0.0000,0.2600
227,100,-38.0000,0,-1,0,-1,24,4,timeout,0,1.606881,0.009248,-0.649219,0.000000,0.000000,0.000000,0,0.000000,0.7121,0.0000,0.2600
228,94,-18.4000,1,-1,0,-1,10,88,shield_route,0,1.734017,-0.001275,-0.664021,0.000000,0.000000,0.000000,0,0.000000,0.7108,0.0000,0.2700
229,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,1.875926,-0.015805,-0.647019,0.000000,0.000000,0.000000,0,0.000000,0.7095,0.0000,0.2700
230,42,-13.2000,1,-1,0,-1,6,32,shield_route,0,2.219577,0.007447,-0.708780,0.000000,0.000000,0.000000,0,0.000000,0.7083,0.0000,0.2700
231,38,-12.8000,1,-1,0,-1,4,28,shield_route,0,2.282093,-0.080947,-0.706514,0.000000,0.000000,0.000000,0,0.000000,0.7070,0.0000,0.2800
232,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.827465,0.025118,-0.682901,0.000000,0.000000,0.000000,0,0.000000,0.7057,0.0000,0.2800
233,100,-9.0000,0,-1,0,-1,10,82,timeout,0,2.060596,-0.001087,-0.662372,0.000000,0.000000,0.000000,0,0.000000,0.7045,0.0000,0.2800
234,100,-8.0000,0,-1,0,-1,26,-1,timeout,0,2.000889,-0.018530,-0.704320,0.000000,0.000000,0.000000,0,0.000000,0.7032,0.0000,0.2800
235,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,1.857078,0.009303,-0.663792,0.000000,0.000000,0.000000,0,0.000000,0.7019,0.0000,0.2700
236,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,2.204011,-0.004893,-0.672004,0.000000,0.000000,0.000000,0,0.000000,0.7007,0.0000,0.2700
237,16,-41.6000,1,-1,0,-1,-1,6,trap_rush,0,1.406740,0.007281,-0.676087,0.000000,0.000000,0.000000,0,0.000000,0.6994,0.0000,0.2800
238,100,-8.0000,0,-1,0,-1,14,-1,timeout,0,1.927726,-0.011872,-0.670291,0.000000,0.000000,0.000000,0,0.000000,0.6981,0.0000,0.2800
239,100,-18.0000,0,-1,0,-1,20,10,timeout,0,1.649471,0.007014,-0.692725,0.000000,0.000000,0.000000,0,0.000000,0.6969,0.0000,0.2800
240,72,-6.2000,1,-1,0,-1,4,68,shield_route,0,1.998352,-0.031184,-0.728381,0.000000,0.000000,0.000000,0,0.000000,0.6956,0.0000,0.2800
241,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.681106,-0.010074,-0.739800,0.000000,0.000000,0.000000,0,0.000000,0.6943,0.0000,0.2700
242,100,-18.0000,0,-1,0,-1,46,6,timeout,0,2.036864,-0.001069,-0.737330,0.000000,0.000000,0.000000,0,0.000000,0.6931,0.0000,0.2600
243,100,-58.0000,0,-1,0,-1,36,4,timeout,0,1.904556,0.012000,-0.738899,0.000000,0.000000,0.000000,0,0.000000,0.6918,0.0000,0.2500
244,100,-28.0000,0,-1,0,-1,40,22,timeout,0,1.856365,-0.006385,-0.732526,0.000000,0.000000,0.000000,0,0.000000,0.6905,0.0000,0.2500
245,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,1.924670,-0.002880,-0.744006,0.000000,0.000000,0.000000,0,0.000000,0.6893,0.0000,0.2400
246,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.802027,-0.015416,-0.725233,0.000000,0.000000,0.000000,0,0.000000,0.6880,0.0000,0.2400
247,68,-36.8000,1,-1,0,-1,-1,58,trap_rush,0,2.052053,0.004351,-0.717378,0.000000,0.000000,0.000000,0,0.000000,0.6867,0.0000,0.2500
248,100,-39.0000,0,-1,0,-1,26,8,timeout,0,1.897860,-0.011606,-0.753992,0.000000,0.000000,0.000000,0,0.000000,0.6854,0.0000,0.2500
249,100,-8.0000,0,-1,0,-1,12,-1,timeout,0,1.610534,-0.010373,-0.721668,0.000000,0.000000,0.000000,0,0.000000,0.6842,0.0000,0.2500
250,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.722609,0.009741,-0.760919,0.000000,0.000000,0.000000,0,0.000000,0.6829,0.0000,0.2400
251,100,-8.0000,0,-1,0,-1,14,-1,timeout,0,2.071924,-0.019941,-0.769069,0.000000,0.000000,0.000000,0,0.000000,0.6816,0.0000,0.2300
252,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,2.470935,-0.008091,-0.767547,0.000000,0.000000,0.000000,0,0.000000,0.6804,0.0000,0.2200
253,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.830199,0.017692,-0.748455,0.000000,0.000000,0.000000,0,0.000000,0.6791,0.0000,0.2200
254,100,-8.0000,0,-1,0,-1,34,-1,timeout,0,2.097272,-0.020695,-0.763734,0.000000,0.000000,0.000000,0,0.000000,0.6778,0.0000,0.2200
255,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,2.306150,0.015278,-0.751460,0.000000,0.000000,0.000000,0,0.000000,0.6766,0.0000,0.2100
256,100,-9.0000,0,-1,0,-1,10,54,timeout,0,1.959143,-0.026154,-0.746834,0.000000,0.000000,0.000000,0,0.000000,0.6753,0.0000,0.2100
257,100,-8.0000,0,-1,0,-1,18,-1,timeout,0,1.540413,0.028659,-0.735564,0.000000,0.000000,0.000000,0,0.000000,0.6740,0.0000,0.2100
258,100,-8.0000,0,-1,0,-1,12,-1,timeout,0,1.633008,-0.004344,-0.718624,0.000000,0.000000,0.000000,0,0.000000,0.6728,0.0000,0.2100
259,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.803544,-0.000732,-0.741075,0.000000,0.000000,0.000000,0,0.000000,0.6715,0.0000,0.2100
260,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,2.023337,-0.002724,-0.742581,0.000000,0.000000,0.000000,0,0.000000,0.6702,0.0000,0.2100
261,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.591708,-0.006088,-0.759332,0.000000,0.000000,0.000000,0,0.000000,0.6690,0.0000,0.2100
262,100,-9.0000,0,-1,0,-1,4,54,timeout,0,1.880964,-0.031700,-0.819575,0.000000,0.000000,0.000000,0,0.000000,0.6677,0.0000,0.2100
263,100,-8.0000,0,-1,0,-1,14,-1,timeout,0,2.014537,0.010350,-0.803640,0.000000,0.000000,0.000000,0,0.000000,0.6664,0.0000,0.2100
264,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,1.641831,0.016925,-0.765725,0.000000,0.000000,0.000000,0,0.000000,0.6652,0.0000,0.2000
265,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,1.836667,0.002517,-0.766074,0.000000,0.000000,0.000000,0,0.000000,0.6639,0.0000,0.1900
266,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.919028,-0.016099,-0.770629,0.000000,0.000000,0.000000,0,0.000000,0.6626,0.0000,0.1800
267,46,-13.6000,1,-1,0,-1,12,38,shield_route,0,1.691080,-0.005700,-0.766570,0.000000,0.000000,0.000000,0,0.000000,0.6613,0.0000,0.1800
268,20,-32.0000,1,-1,0,-1,-1,6,trap_rush,0,2.041391,-0.036057,-0.777941,0.000000,0.000000,0.000000,0,0.000000,0.6601,0.0000,0.1800
269,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,1.912081,-0.002518,-0.802787,0.000000,0.000000,0.000000,0,0.000000,0.6588,0.0000,0.1800
270,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.641019,-0.008503,-0.790175,0.000000,0.000000,0.000000,0,0.000000,0.6575,0.0000,0.1800
271,8,-0.8000,1,-1,0,-1,-1,6,trap_rush,0,2.262245,-0.011758,-0.823383,0.000000,0.000000,0.000000,0,0.000000,0.6563,0.0000,0.1900
272,16,-11.6000,1,-1,0,-1,-1,12,trap_rush,0,1.713072,0.084852,-0.831093,0.000000,0.000000,0.000000,0,0.000000,0.6550,0.0000,0.2000
273,12,-11.2000,1,-1,0,-1,-1,8,trap_rush,0,1.300151,-0.017713,-0.782418,0.000000,0.000000,0.000000,0,0.000000,0.6537,0.0000,0.2100
274,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.793486,0.005809,-0.803659,0.000000,0.000000,0.000000,0,0.000000,0.6525,0.0000,0.2000
275,100,-8.0000,0,-1,0,-1,16,-1,timeout,0,1.741107,-0.029424,-0.822731,0.000000,0.000000,0.000000,0,0.000000,0.6512,0.0000,0.2000
276,100,-9.0000,0,-1,0,-1,6,50,timeout,0,1.867432,0.000934,-0.843124,0.000000,0.000000,0.000000,0,0.000000,0.6499,0.0000,0.2000
277,100,-8.0000,0,-1,0,-1,32,-1,timeout,0,1.575450,0.007487,-0.825766,0.000000,0.000000,0.000000,0,0.000000,0.6487,0.0000,0.2000
278,100,-8.0000,0,-1,0,-1,16,-1,timeout,0,1.819446,-0.023908,-0.845193,0.000000,0.000000,0.000000,0,0.000000,0.6474,0.0000,0.2000
279,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,1.804430,0.007296,-0.857102,0.000000,0.000000,0.000000,0,0.000000,0.6461,0.0000,0.2000
280,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,1.627538,0.013332,-0.830174,0.000000,0.000000,0.000000,0,0.000000,0.6449,0.0000,0.2000
281,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.825860,-0.015577,-0.778755,0.000000,0.000000,0.000000,0,0.000000,0.6436,0.0000,0.2000
282,8,-10.8000,1,-1,0,-1,-1,4,trap_rush,0,1.868288,-0.035801,-0.851131,0.000000,0.000000,0.000000,0,0.000000,0.6423,0.0000,0.2100
283,42,6.8000,1,-1,0,-1,4,40,shield_route,0,1.994387,0.030770,-0.843178,0.000000,0.000000,0.000000,0,0.000000,0.6411,0.0000,0.2100
284,100,-19.0000,0,-1,0,-1,4,24,timeout,0,1.620482,-0.025887,-0.825632,0.000000,0.000000,0.000000,0,0.000000,0.6398,0.0000,0.2100
285,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,1.433838,0.020139,-0.817627,0.000000,0.000000,0.000000,0,0.000000,0.6385,0.0000,0.2100
286,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.536997,-0.006473,-0.786352,0.000000,0.000000,0.000000,0,0.000000,0.6372,0.0000,0.2100
287,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,1.440842,-0.002348,-0.803754,0.000000,0.000000,0.000000,0,0.000000,0.6360,0.0000,0.2100
288,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,1.484065,0.006393,-0.820845,0.000000,0.000000,0.000000,0,0.000000,0.6347,0.0000,0.2100
289,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.722473,-0.013331,-0.829270,0.000000,0.000000,0.000000,0,0.000000,0.6334,0.0000,0.2100
290,100,-8.0000,0,-1,0,-1,12,-1,timeout,0,1.854935,-0.004602,-0.815348,0.000000,0.000000,0.000000,0,0.000000,0.6322,0.0000,0.2100
291,90,-8.0000,1,-1,0,-1,14,86,shield_route,0,1.841440,-0.002874,-0.833241,0.000000,0.000000,0.000000,0,0.000000,0.6309,0.0000,0.2200
292,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.449308,-0.012899,-0.832602,0.000000,0.000000,0.000000,0,0.000000,0.6296,0.0000,0.2200
293,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.566952,0.019096,-0.838436,0.000000,0.000000,0.000000,0,0.000000,0.6284,0.0000,0.2200
294,24,-52.4000,1,-1,0,-1,-1,8,trap_rush,0,1.320384,0.010055,-0.813948,0.000000,0.000000,0.000000,0,0.000000,0.6271,0.0000,0.2200
295,56,-4.6000,1,-1,0,-1,4,52,shield_route,0,1.481527,-0.008194,-0.815622,0.000000,0.000000,0.000000,0,0.000000,0.6258,0.0000,0.2200
296,12,-1.2000,1,-1,0,-1,-1,10,trap_rush,0,1.745235,-0.008427,-0.812494,0.000000,0.000000,0.000000,0,0.000000,0.6246,0.0000,0.2300
297,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,1.990991,-0.038778,-0.917942,0.000000,0.000000,0.000000,0,0.000000,0.6233,0.0000,0.2300
298,100,-8.0000,0,-1,0,-1,14,-1,timeout,0,1.758059,0.003139,-0.946329,0.000000,0.000000,0.000000,0,0.000000,0.6220,0.0000,0.2300
299,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.712926,-0.016336,-0.915618,0.000000,0.000000,0.000000,0,0.000000,0.6208,0.0000,0.2300
300,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,1.814805,0.028537,-0.900165,0.000000,0.000000,0.000000,0,0.000000,0.6195,0.0000,0.2300
301,100,-8.0000,0,-1,0,-1,16,-1,timeout,0,1.493159,-0.010457,-0.871522,0.000000,0.000000,0.000000,0,0.000000,0.6182,0.0000,0.2300
302,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,1.649651,-0.008151,-0.897071,0.000000,0.000000,0.000000,0,0.000000,0.6170,0.0000,0.2300
303,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.516902,-0.003851,-0.915030,0.000000,0.000000,0.000000,0,0.000000,0.6157,0.0000,0.2300
304,100,-8.0000,0,-1,0,-1,28,-1,timeout,0,1.921714,-0.012902,-0.892827,0.000000,0.000000,0.000000,0,0.000000,0.6144,0.0000,0.2300
305,100,-8.0000,0,-1,0,-1,24,-1,timeout,0,1.691896,0.011180,-0.886949,0.000000,0.000000,0.000000,0,0.000000,0.6132,0.0000,0.2300
306,100,-8.0000,0,-1,0,-1,16,-1,timeout,0,1.625774,-0.023462,-0.881982,0.000000,0.000000,0.000000,0,0.000000,0.6119,0.0000,0.2300
307,100,-29.0000,0,-1,0,-1,10,78,timeout,0,1.494434,-0.019469,-0.911918,0.000000,0.000000,0.000000,0,0.000000,0.6106,0.0000,0.2300
308,100,-78.0000,0,-1,0,-1,40,8,timeout,0,1.806804,0.002960,-0.939344,0.000000,0.000000,0.000000,0,0.000000,0.6093,0.0000,0.2300
309,8,-10.8000,1,-1,0,-1,-1,4,trap_rush,0,1.494392,-0.000578,-0.977507,0.000000,0.000000,0.000000,0,0.000000,0.6081,0.0000,0.2400
310,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.822421,0.007234,-0.910482,0.000000,0.000000,0.000000,0,0.000000,0.6068,0.0000,0.2400
311,14,-11.4000,1,-1,0,-1,-1,10,trap_rush,0,2.606695,-0.019367,-0.926846,0.000000,0.000000,0.000000,0,0.000000,0.6055,0.0000,0.2400
312,100,-18.0000,0,-1,0,-1,18,6,timeout,0,1.802977,-0.002004,-0.911809,0.000000,0.000000,0.000000,0,0.000000,0.6043,0.0000,0.2400
313,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.516168,0.023435,-0.902476,0.000000,0.000000,0.000000,0,0.000000,0.6030,0.0000,0.2300
314,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.462022,-0.014144,-0.891688,0.000000,0.000000,0.000000,0,0.000000,0.6017,0.0000,0.2200
315,100,-8.0000,0,-1,0,-1,20,-1,timeout,0,1.609191,-0.012571,-0.907214,0.000000,0.000000,0.000000,0,0.000000,0.6005,0.0000,0.2200
316,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.668132,0.011911,-0.910074,0.000000,0.000000,0.000000,0,0.000000,0.5992,0.0000,0.2200
317,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.516878,0.019511,-0.884609,0.000000,0.000000,0.000000,0,0.000000,0.5979,0.0000,0.2200
318,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.992555,-0.006709,-0.878392,0.000000,0.000000,0.000000,0,0.000000,0.5967,0.0000,0.2100
319,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.562691,-0.015290,-0.895228,0.000000,0.000000,0.000000,0,0.000000,0.5954,0.0000,0.2100
320,10,-1.0000,1,-1,0,-1,-1,8,trap_rush,0,1.249563,-0.063592,-0.911571,0.000000,0.000000,0.000000,0,0.000000,0.5941,0.0000,0.2200
321,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.799308,-0.007835,-0.928854,0.000000,0.000000,0.000000,0,0.000000,0.5929,0.0000,0.2200
