episode,steps,total_reward,success,key_found_step,door_attempts_without_key,door_opened_step,mean_loss,mean_td_error,mean_q_value,mean_mood_value,mean_mood_action,mean_overall_mood,exploration_boosts,mean_mood_bias,epsilon,effective_epsilon,success_rate_100
42,100,-8.0000,0,-1,0,-1,0.067107,0.000000,-0.216005,0.000000,0.000000,0.000000,0,0.000000,0.9467,0.0000,0.5116
43,100,-8.0000,0,-1,0,-1,0.079601,0.000000,-0.205152,0.000000,0.000000,0.000000,0,0.000000,0.9455,0.0000,0.5000
44,100,-8.0000,0,-1,0,-1,0.049278,0.000000,-0.218557,0.000000,0.000000,0.000000,0,0.000000,0.9442,0.0000,0.4889
45,94,-26.4000,1,-1,0,-1,0.052635,0.000000,-0.240797,0.000000,0.000000,0.000000,0,0.000000,0.9429,0.0000,0.5000
46,24,-8.4000,1,-1,0,-1,0.060037,0.000000,-0.226781,0.000000,0.000000,0.000000,0,0.000000,0.9417,0.0000,0.5106
47,100,-9.0000,0,-1,0,-1,0.052579,0.000000,-0.207522,0.000000,0.000000,0.000000,0,0.000000,0.9404,0.0000,0.5000
48,100,-26.0000,0,-1,0,-1,0.031634,0.000000,-0.208548,0.000000,0.000000,0.000000,0,0.000000,0.9391,0.0000,0.4898
49,100,-8.0000,0,-1,0,-1,0.037242,0.000000,-0.208942,0.000000,0.000000,0.000000,0,0.000000,0.9379,0.0000,0.4800
50,100,-8.0000,0,-1,0,-1,0.044319,0.000000,-0.219532,0.000000,0.000000,0.000000,0,0.000000,0.9366,0.0000,0.4706
51,100,-8.0000,0,-1,0,-1,0.030420,0.000000,-0.200292,0.000000,0.000000,0.000000,0,0.000000,0.9353,0.0000,0.4615
52,100,-46.0000,0,-1,0,-1,0.034037,0.000000,-0.194863,0.000000,0.000000,0.000000,0,0.000000,0.9340,0.0000,0.4528
53,99,-20.9000,1,-1,0,-1,0.044000,0.000000,-0.205602,0.000000,0.000000,0.000000,0,0.000000,0.9328,0.0000,0.4630
54,100,-8.0000,0,-1,0,-1,0.053485,0.000000,-0.154479,0.000000,0.000000,0.000000,0,0.000000,0.9315,0.0000,0.4545
55,100,-15.0000,0,-1,0,-1,0.045954,0.000000,-0.183748,0.000000,0.000000,0.000000,0,0.000000,0.9302,0.0000,0.4464
56,48,-10.8000,1,-1,0,-1,0.058275,0.000000,-0.187438,0.000000,0.000000,0.000000,0,0.000000,0.9290,0.0000,0.4561
57,100,-8.0000,0,-1,0,-1,0.058085,0.000000,-0.183338,0.000000,0.000000,0.000000,0,0.000000,0.9277,0.0000,0.4483
58,100,-8.0000,0,-1,0,-1,0.036599,0.000000,-0.183713,0.000000,0.000000,0.000000,0,0.000000,0.9264,0.0000,0.4407
59,100,-8.0000,0,-1,0,-1,0.032513,0.000000,-0.169682,0.000000,0.000000,0.000000,0,0.000000,0.9252,0.0000,0.4333
60,100,-8.0000,0,-1,0,-1,0.020918,0.000000,-0.160858,0.000000,0.000000,0.000000,0,0.000000,0.9239,0.0000,0.4262
61,59,-35.9000,1,-1,0,-1,0.024475,0.000000,-0.177769,0.000000,0.000000,0.000000,0,0.000000,0.9226,0.0000,0.4355
62,87,-19.7000,1,-1,0,-1,0.022756,0.000000,-0.198993,0.000000,0.000000,0.000000,0,0.000000,0.9214,0.0000,0.4444
63,32,-2.2000,1,-1,0,-1,0.008763,0.000000,-0.173147,0.000000,0.000000,0.000000,0,0.000000,0.9201,0.0000,0.4531
64,58,-10.8000,1,-1,0,-1,0.048202,0.000000,-0.186341,0.000000,0.000000,0.000000,0,0.000000,0.9188,0.0000,0.4615
65,100,-8.0000,0,-1,0,-1,0.049067,0.000000,-0.179152,0.000000,0.000000,0.000000,0,0.000000,0.9176,0.0000,0.4545
66,24,-8.4000,1,-1,0,-1,0.065200,0.000000,-0.107441,0.000000,0.000000,0.000000,0,0.000000,0.9163,0.0000,0.4627
67,100,-8.0000,0,-1,0,-1,0.054738,0.000000,-0.112149,0.000000,0.000000,0.000000,0,0.000000,0.9150,0.0000,0.4559
68,100,-8.0000,0,-1,0,-1,0.032786,0.000000,-0.068334,0.000000,0.000000,0.000000,0,0.000000,0.9138,0.0000,0.4493
69,100,-8.0000,0,-1,0,-1,0.023709,0.000000,-0.105288,0.000000,0.000000,0.000000,0,0.000000,0.9125,0.0000,0.4429
70,20,-14.0000,1,-1,0,-1,0.014929,0.000000,-0.022728,0.000000,0.000000,0.000000,0,0.000000,0.9112,0.0000,0.4507
71,100,-8.0000,0,-1,0,-1,0.036059,0.000000,-0.082916,0.000000,0.000000,0.000000,0,0.000000,0.9099,0.0000,0.4444
72,100,-9.0000,0,-1,0,-1,0.014885,0.000000,-0.077033,0.000000,0.000000,0.000000,0,0.000000,0.9087,0.0000,0.4384
73,49,-16.9000,1,-1,0,-1,0.004403,0.000000,-0.125285,0.000000,0.000000,0.000000,0,0.000000,0.9074,0.0000,0.4459
74,25,-8.5000,1,-1,0,-1,0.007182,0.000000,-0.044144,0.000000,0.000000,0.000000,0,0.000000,0.9061,0.0000,0.4533
75,100,-34.0000,0,-1,0,-1,0.036035,0.000000,-0.090045,0.000000,0.000000,0.000000,0,0.000000,0.9049,0.0000,0.4474
76,100,-8.0000,0,-1,0,-1,0.017378,0.000000,-0.104809,0.000000,0.000000,0.000000,0,0.000000,0.9036,0.0000,0.4416
77,33,-9.3000,1,-1,0,-1,0.014630,0.000000,-0.088261,0.000000,0.000000,0.000000,0,0.000000,0.9023,0.0000,0.4487
78,100,-8.0000,0,-1,0,-1,0.024159,0.000000,-0.085625,0.000000,0.000000,0.000000,0,0.000000,0.9011,0.0000,0.4430
79,100,-8.0000,0,-1,0,-1,0.058558,0.000000,-0.055348,0.000000,0.000000,0.000000,0,0.000000,0.8998,0.0000,0.4375
80,100,-8.0000,0,-1,0,-1,0.045695,0.000000,-0.026780,0.000000,0.000000,0.000000,0,0.000000,0.8985,0.0000,0.4321
81,100,-8.0000,0,-1,0,-1,0.039472,0.000000,0.012338,0.000000,0.000000,0.000000,0,0.000000,0.8973,0.0000,0.4268
82,100,-8.0000,0,-1,0,-1,0.038756,0.000000,-0.035180,0.000000,0.000000,0.000000,0,0.000000,0.8960,0.0000,0.4217
83,10,-7.0000,1,-1,0,-1,0.035034,0.000000,-0.042323,0.000000,0.000000,0.000000,0,0.000000,0.8947,0.0000,0.4286
84,20,-14.0000,1,-1,0,-1,0.070262,0.000000,-0.048802,0.000000,0.000000,0.000000,0,0.000000,0.8935,0.0000,0.4353
85,100,-14.0000,0,-1,0,-1,0.021096,0.000000,-0.015202,0.000000,0.000000,0.000000,0,0.000000,0.8922,0.0000,0.4302
86,100,-8.0000,0,-1,0,-1,0.022810,0.000000,-0.042127,0.000000,0.000000,0.000000,0,0.000000,0.8909,0.0000,0.4253
87,100,-8.0000,0,-1,0,-1,0.017409,0.000000,-0.003744,0.000000,0.000000,0.000000,0,0.000000,0.8897,0.0000,0.4205
