episode,steps,total_reward,success,key_found_step,door_attempts_without_key,door_opened_step,mean_loss,mean_td_error,mean_q_value,mean_mood_value,mean_mood_action,mean_overall_mood,exploration_boosts,mean_mood_bias,epsilon,effective_epsilon,success_rate_100
103,200,-10.2000,0,196,0,-1,0.059264,-0.329828,10.971256,-0.030644,-0.001299,-0.018906,615,-0.009453,0.3956,0.3956,0.7600
104,200,-9.0000,0,90,0,107,0.049569,-0.345549,10.970176,-0.033404,0.005550,-0.017822,615,-0.008911,0.3861,0.3861,0.7500
105,200,-11.6000,0,62,0,108,0.064688,-0.383309,11.004303,-0.036052,0.003459,-0.020247,615,-0.010124,0.3766,0.3766,0.7400
106,28,11.4800,1,15,0,27,0.067302,-0.360908,11.123395,-0.025993,0.001174,-0.015126,615,-0.007563,0.3752,0.3752,0.7400
107,56,7.7600,1,46,2,55,0.058364,-0.354483,11.094766,-0.029321,0.003063,-0.016367,615,-0.008184,0.3726,0.3726,0.7400
108,150,4.0000,1,84,1,149,0.051191,-0.350485,11.108241,-0.032629,0.006852,-0.016837,615,-0.008418,0.3654,0.3654,0.7400
109,200,-11.7000,0,-1,4,-1,0.049920,-0.384040,11.117655,-0.036699,0.008329,-0.018688,615,-0.009344,0.3559,0.3559,0.7300
110,141,3.0600,1,25,0,62,0.066967,-0.411551,11.109149,-0.037748,0.006258,-0.020146,615,-0.010073,0.3493,0.3493,0.7300
111,127,4.2200,1,108,5,126,0.055994,-0.406540,11.110258,-0.037551,0.008706,-0.019048,615,-0.009524,0.3432,0.3432,0.7300
112,55,9.3000,1,9,0,53,0.068156,-0.394275,11.124088,-0.032975,0.006315,-0.017259,615,-0.008629,0.3406,0.3406,0.7300
113,200,-10.0000,0,4,0,50,0.057321,-0.427544,11.056024,-0.040655,0.002243,-0.023496,615,-0.011748,0.3311,0.3311,0.7300
114,68,9.2800,1,13,0,26,0.067937,-0.406259,10.986173,-0.035275,-0.006727,-0.023856,615,-0.011928,0.3279,0.3279,0.7300
115,36,10.3600,1,27,1,35,0.052510,-0.377195,11.047628,-0.030207,-0.003061,-0.019348,615,-0.009674,0.3262,0.3262,0.7300
116,200,-8.1000,0,142,1,147,0.053215,-0.367219,11.054022,-0.034456,0.000560,-0.020449,615,-0.010225,0.3167,0.3167,0.7200
117,73,9.5800,1,44,0,72,0.045016,-0.374215,11.049163,-0.031462,-0.001099,-0.019316,615,-0.009658,0.3132,0.3132,0.7300
118,95,8.3000,1,27,1,41,0.059251,-0.420986,11.037368,-0.037311,-0.003683,-0.023860,615,-0.011930,0.3087,0.3087,0.7300
119,109,6.9400,1,55,0,66,0.071627,-0.447376,11.091285,-0.042539,-0.003049,-0.026743,615,-0.013372,0.3035,0.3035,0.7300
120,200,-8.0000,0,102,3,121,0.049802,-0.413990,11.057191,-0.039006,0.001659,-0.022740,615,-0.011370,0.2940,0.2940,0.7200
121,67,9.8200,1,4,0,12,0.052261,-0.434456,11.027375,-0.037988,0.001491,-0.022196,615,-0.011098,0.2908,0.2908,0.7200
122,66,9.5600,1,42,0,47,0.058920,-0.452320,11.008292,-0.040832,-0.000134,-0.024553,615,-0.012277,0.2877,0.2877,0.7200
