episode,steps,total_reward,success,key_found_step,door_attempts_without_key,door_opened_step,mean_loss,mean_td_error,mean_q_value,mean_mood_value,mean_mood_action,mean_overall_mood,exploration_boosts,mean_mood_bias,epsilon,effective_epsilon,success_rate_100
0,23,-36.8000,1,-1,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,1.0000,0.0000,1.0000
1,25,-19.0000,1,-1,0,-1,11.789091,-1.092540,-0.005567,0.000000,0.000000,0.000000,0,0.000000,0.9962,0.0000,1.0000
2,44,-26.4000,1,-1,0,-1,9.754483,-0.695713,-0.207457,0.000000,0.000000,0.000000,0,0.000000,0.9924,0.0000,1.0000
3,25,-17.0000,1,-1,0,-1,8.587642,-0.223742,-0.683937,0.000000,0.000000,0.000000,0,0.000000,0.9886,0.0000,1.0000
4,18,-5.8000,1,-1,0,-1,7.583058,0.211803,-0.874758,0.000000,0.000000,0.000000,0,0.000000,0.9847,0.0000,1.0000
5,82,-95.2000,1,-1,0,-1,8.016573,-0.029914,-0.688364,0.000000,0.000000,0.000000,0,0.000000,0.9809,0.0000,1.0000
6,100,-33.0000,0,-1,0,-1,7.727360,0.052346,-0.760719,0.000000,0.000000,0.000000,0,0.000000,0.9771,0.0000,0.8571
7,100,-35.0000,0,-1,0,-1,5.370090,-0.013584,-0.593456,0.000000,0.000000,0.000000,0,0.000000,0.9733,0.0000,0.7500
8,100,-32.0000,0,-1,0,-1,3.888395,0.015058,-0.523956,0.000000,0.000000,0.000000,0,0.000000,0.9695,0.0000,0.6667
9,18,-4.8000,1,-1,0,-1,3.154780,-0.000218,-0.467623,0.000000,0.000000,0.000000,0,0.000000,0.9657,0.0000,0.7000
10,100,-35.0000,0,-1,0,-1,3.148156,-0.005588,-0.513591,0.000000,0.000000,0.000000,0,0.000000,0.9618,0.0000,0.6364
11,100,-31.0000,0,-1,0,-1,3.352727,0.005615,-0.491129,0.000000,0.000000,0.000000,0,0.000000,0.9580,0.0000,0.5833
12,100,-35.5000,0,-1,0,-1,3.111016,-0.003683,-0.461014,0.000000,0.000000,0.000000,0,0.000000,0.9542,0.0000,0.5385
13,100,-37.5000,0,-1,0,-1,2.735465,0.001683,-0.450929,0.000000,0.000000,0.000000,0,0.000000,0.9504,0.0000,0.5000
14,100,-33.0000,0,-1,0,-1,1.896628,-0.002372,-0.413706,0.000000,0.000000,0.000000,0,0.000000,0.9466,0.0000,0.4667
