episode,steps,total_reward,success,key_found_step,door_attempts_without_key,door_opened_step,shield_pickup_step,trap_hit_step,path_type,wall_bumps,mean_loss,mean_td_error,mean_q_value,mean_mood_value,mean_mood_action,mean_overall_mood,exploration_boosts,mean_mood_bias,epsilon,effective_epsilon,success_rate_100
147,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.324627,-0.014125,-0.515602,0.000000,0.000000,0.046282,0,0.000000,0.8136,0.0000,0.3900
148,100,-28.0000,0,-1,0,-1,64,10,timeout,0,2.161392,0.042349,-0.452508,0.000000,0.000000,0.046778,0,0.000000,0.8123,0.0000,0.3800
149,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.856617,-0.043338,-0.468142,0.000000,0.000000,0.007933,0,0.000000,0.8110,0.0000,0.3800
150,10,-21.0000,1,-1,0,-1,-1,4,trap_rush,0,3.033466,-0.218404,-0.514064,0.000000,0.000000,0.025610,0,0.000000,0.8097,0.0000,0.3900
151,10,-11.0000,1,-1,0,-1,-1,6,trap_rush,0,2.801112,0.070244,-0.530837,0.000000,0.000000,-0.061139,0,0.000000,0.8085,0.0000,0.3900
152,12,-11.2000,1,-1,0,-1,-1,8,trap_rush,0,2.411601,-0.041670,-0.535086,0.000000,0.000000,0.161704,0,0.000000,0.8072,0.0000,0.3900
153,100,-19.0000,0,-1,0,-1,6,96,timeout,0,2.822540,0.005760,-0.490677,0.000000,0.000000,0.059634,0,0.000000,0.8059,0.0000,0.3900
154,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.248290,0.000424,-0.445664,0.000000,0.000000,0.035975,0,0.000000,0.8047,0.0000,0.3900
155,62,4.8000,1,-1,0,-1,6,60,shield_route,0,2.374202,-0.040590,-0.455868,0.000000,0.000000,-0.001760,0,0.000000,0.8034,0.0000,0.3900
156,100,-48.0000,0,-1,0,-1,24,4,timeout,0,2.215014,-0.003950,-0.488841,0.000000,0.000000,0.065259,0,0.000000,0.8021,0.0000,0.3800
157,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.192846,-0.019935,-0.456701,0.000000,0.000000,0.076044,0,0.000000,0.8009,0.0000,0.3800
158,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,2.725769,-0.017328,-0.531816,0.000000,0.000000,0.004965,0,0.000000,0.7996,0.0000,0.3800
159,100,-18.0000,0,-1,0,-1,54,40,timeout,0,2.755358,-0.043472,-0.553797,0.000000,0.000000,0.074339,0,0.000000,0.7983,0.0000,0.3700
160,30,8.0000,1,-1,0,-1,8,28,shield_route,0,2.161854,0.092170,-0.556543,0.000000,0.000000,0.159188,0,0.000000,0.7971,0.0000,0.3800
161,100,-29.0000,0,-1,0,-1,6,34,timeout,0,2.491219,-0.011287,-0.514415,0.000000,0.000000,0.074571,0,0.000000,0.7958,0.0000,0.3800
162,100,-8.0000,0,-1,0,-1,16,-1,timeout,0,2.218629,-0.010687,-0.495159,0.000000,0.000000,0.047680,0,0.000000,0.7945,0.0000,0.3800
163,100,-9.0000,0,-1,0,-1,4,78,timeout,0,2.654614,-0.027705,-0.507781,0.000000,0.000000,0.057062,0,0.000000,0.7933,0.0000,0.3800
164,100,-8.0000,0,-1,0,-1,18,-1,timeout,0,2.697296,-0.003123,-0.528752,0.000000,0.000000,0.029947,0,0.000000,0.7920,0.0000,0.3800
165,52,5.8000,1,-1,0,-1,30,50,shield_route,0,2.515531,0.030581,-0.495756,0.000000,0.000000,0.055236,0,0.000000,0.7907,0.0000,0.3800
166,50,6.0000,1,-1,0,-1,8,48,shield_route,0,2.644918,-0.021434,-0.504898,0.000000,0.000000,0.027835,0,0.000000,0.7895,0.0000,0.3900
167,100,-58.0000,0,-1,0,-1,38,16,timeout,0,2.423428,-0.017122,-0.497253,0.000000,0.000000,0.071392,0,0.000000,0.7882,0.0000,0.3900
168,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.288948,-0.004332,-0.517297,0.000000,0.000000,-0.010060,0,0.000000,0.7869,0.0000,0.3900
169,100,-8.0000,0,-1,0,-1,16,-1,timeout,0,2.874292,-0.032452,-0.534032,0.000000,0.000000,0.060272,0,0.000000,0.7856,0.0000,0.3800
170,100,-39.0000,0,-1,0,-1,8,16,timeout,0,2.512016,-0.019509,-0.563178,0.000000,0.000000,0.106709,0,0.000000,0.7844,0.0000,0.3700
171,10,-1.0000,1,-1,0,-1,-1,8,trap_rush,0,2.616931,0.081963,-0.527945,0.000000,0.000000,0.157631,0,0.000000,0.7831,0.0000,0.3700
172,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,2.584274,-0.004881,-0.539664,0.000000,0.000000,0.024709,0,0.000000,0.7818,0.0000,0.3700
173,68,4.2000,1,-1,0,-1,6,66,shield_route,0,2.403803,-0.010332,-0.475452,0.000000,0.000000,-0.019552,0,0.000000,0.7806,0.0000,0.3700
174,100,-18.0000,0,-1,0,-1,20,8,timeout,0,2.481428,0.001658,-0.478272,0.000000,0.000000,0.060294,0,0.000000,0.7793,0.0000,0.3700
175,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,2.349281,0.001206,-0.517855,0.000000,0.000000,0.028993,0,0.000000,0.7780,0.0000,0.3600
176,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,2.311147,0.001542,-0.495526,0.000000,0.000000,0.036044,0,0.000000,0.7768,0.0000,0.3600
177,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.522193,0.003944,-0.473140,0.000000,0.000000,0.064082,0,0.000000,0.7755,0.0000,0.3500
178,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,2.301413,-0.026788,-0.474826,0.000000,0.000000,-0.006151,0,0.000000,0.7742,0.0000,0.3500
179,100,-8.0000,0,-1,0,-1,30,-1,timeout,0,2.478728,-0.015496,-0.512928,0.000000,0.000000,0.050797,0,0.000000,0.7730,0.0000,0.3500
180,100,-8.0000,0,-1,0,-1,14,-1,timeout,0,2.264225,-0.019945,-0.516578,0.000000,0.000000,0.053983,0,0.000000,0.7717,0.0000,0.3500
181,100,-8.0000,0,-1,0,-1,22,-1,timeout,0,2.241387,0.002947,-0.515795,0.000000,0.000000,0.006042,0,0.000000,0.7704,0.0000,0.3500
182,100,-8.0000,0,-1,0,-1,34,-1,timeout,0,2.506364,-0.036667,-0.539266,0.000000,0.000000,0.052489,0,0.000000,0.7692,0.0000,0.3400
183,100,-8.0000,0,-1,0,-1,22,-1,timeout,0,2.073420,0.032885,-0.532272,0.000000,0.000000,0.069236,0,0.000000,0.7679,0.0000,0.3400
184,100,-38.0000,0,-1,0,-1,38,12,timeout,0,2.072985,-0.024290,-0.497296,0.000000,0.000000,0.045620,0,0.000000,0.7666,0.0000,0.3400
185,100,-8.0000,0,-1,0,-1,14,-1,timeout,0,2.259920,-0.021950,-0.539336,0.000000,0.000000,0.057071,0,0.000000,0.7654,0.0000,0.3400
186,100,-39.0000,0,-1,0,-1,16,42,timeout,0,2.484313,-0.014052,-0.554239,0.000000,0.000000,0.026757,0,0.000000,0.7641,0.0000,0.3300
187,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,2.011688,0.013476,-0.525699,0.000000,0.000000,0.045843,0,0.000000,0.7628,0.0000,0.3300
188,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,2.087548,-0.030243,-0.539037,0.000000,0.000000,0.055691,0,0.000000,0.7615,0.0000,0.3200
189,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,2.576376,0.002288,-0.513852,0.000000,0.000000,0.052109,0,0.000000,0.7603,0.0000,0.3100
190,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.041343,-0.011531,-0.575598,0.000000,0.000000,0.004810,0,0.000000,0.7590,0.0000,0.3100
191,100,-8.0000,0,-1,0,-1,28,-1,timeout,0,2.012124,-0.004426,-0.569024,0.000000,0.000000,0.029038,0,0.000000,0.7577,0.0000,0.3000
192,18,-1.8000,1,-1,0,-1,-1,16,trap_rush,0,2.457395,-0.066248,-0.567115,0.000000,0.000000,0.050688,0,0.000000,0.7565,0.0000,0.3100
193,22,-42.2000,1,-1,0,-1,-1,10,trap_rush,0,2.324545,-0.022287,-0.608019,0.000000,0.000000,0.117577,0,0.000000,0.7552,0.0000,0.3100
194,100,-9.0000,0,-1,0,-1,12,64,timeout,0,2.082235,0.001261,-0.583669,0.000000,0.000000,0.008073,0,0.000000,0.7539,0.0000,0.3000
195,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.156553,0.005108,-0.547827,0.000000,0.000000,-0.015001,0,0.000000,0.7527,0.0000,0.2900
196,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.326547,-0.002309,-0.590308,0.000000,0.000000,0.061895,0,0.000000,0.7514,0.0000,0.2900
197,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,1.979680,-0.016393,-0.561536,0.000000,0.000000,-0.025666,0,0.000000,0.7501,0.0000,0.2900
198,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.496437,0.000795,-0.583827,0.000000,0.000000,0.042969,0,0.000000,0.7489,0.0000,0.2800
199,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,2.259858,-0.003646,-0.558449,0.000000,0.000000,0.040947,0,0.000000,0.7476,0.0000,0.2700
200,100,-58.0000,0,-1,0,-1,44,14,timeout,0,1.996134,-0.015908,-0.594834,0.000000,0.000000,0.041480,0,0.000000,0.7463,0.0000,0.2700
201,100,-8.0000,0,-1,0,-1,26,-1,timeout,0,2.011567,0.003953,-0.554190,0.000000,0.000000,0.001656,0,0.000000,0.7451,0.0000,0.2700
202,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,2.033059,-0.013532,-0.586333,0.000000,0.000000,0.043541,0,0.000000,0.7438,0.0000,0.2700
203,100,-9.0000,0,-1,0,-1,12,78,timeout,0,1.978773,-0.020855,-0.633451,0.000000,0.000000,0.043075,0,0.000000,0.7425,0.0000,0.2700
204,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.555241,0.003145,-0.605626,0.000000,0.000000,0.021447,0,0.000000,0.7413,0.0000,0.2600
205,100,-8.0000,0,-1,0,-1,16,-1,timeout,0,2.258864,-0.004593,-0.626972,0.000000,0.000000,0.056767,0,0.000000,0.7400,0.0000,0.2600
206,100,-8.0000,0,-1,0,-1,16,-1,timeout,0,2.062041,-0.024244,-0.609378,0.000000,0.000000,0.071675,0,0.000000,0.7387,0.0000,0.2600
207,100,-8.0000,0,-1,0,-1,18,-1,timeout,0,2.239330,-0.005329,-0.654972,0.000000,0.000000,0.052178,0,0.000000,0.7374,0.0000,0.2600
208,100,-8.0000,0,-1,0,-1,34,-1,timeout,0,2.154255,0.014399,-0.622215,0.000000,0.000000,0.036234,0,0.000000,0.7362,0.0000,0.2600
209,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.127769,-0.018460,-0.623287,0.000000,0.000000,-0.004295,0,0.000000,0.7349,0.0000,0.2600
210,100,-8.0000,0,-1,0,-1,16,-1,timeout,0,2.073637,-0.022221,-0.612767,0.000000,0.000000,0.026924,0,0.000000,0.7336,0.0000,0.2500
211,100,-49.0000,0,-1,0,-1,26,90,timeout,0,2.028974,0.004877,-0.615455,0.000000,0.000000,0.034800,0,0.000000,0.7324,0.0000,0.2400
212,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,2.040268,-0.019141,-0.654526,0.000000,0.000000,0.062321,0,0.000000,0.7311,0.0000,0.2300
213,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,1.784276,0.007581,-0.634060,0.000000,0.000000,0.040885,0,0.000000,0.7298,0.0000,0.2200
214,56,5.4000,1,-1,0,-1,18,54,shield_route,0,1.895354,-0.030011,-0.648073,0.000000,0.000000,0.032538,0,0.000000,0.7286,0.0000,0.2300
215,30,-13.0000,1,-1,0,-1,-1,26,trap_rush,0,2.143663,-0.014672,-0.624609,0.000000,0.000000,0.027467,0,0.000000,0.7273,0.0000,0.2400
216,8,-10.8000,1,-1,0,-1,-1,4,trap_rush,0,1.295242,0.026252,-0.636164,0.000000,0.000000,0.065244,0,0.000000,0.7260,0.0000,0.2400
217,6,-0.6000,1,-1,0,-1,-1,4,trap_rush,0,1.598464,-0.099875,-0.641413,0.000000,0.000000,0.024062,0,0.000000,0.7248,0.0000,0.2400
218,100,-19.0000,0,-1,0,-1,12,78,timeout,0,1.778869,-0.000974,-0.667557,0.000000,0.000000,0.034964,0,0.000000,0.7235,0.0000,0.2400
219,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,2.064820,-0.023898,-0.642510,0.000000,0.000000,0.022260,0,0.000000,0.7222,0.0000,0.2400
220,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,1.778311,0.005680,-0.651170,0.000000,0.000000,0.038472,0,0.000000,0.7210,0.0000,0.2400
221,100,-8.0000,0,-1,0,-1,30,-1,timeout,0,2.046716,-0.012259,-0.656720,0.000000,0.000000,0.045801,0,0.000000,0.7197,0.0000,0.2400
222,100,-8.0000,0,-1,0,-1,16,-1,timeout,0,1.907237,-0.011126,-0.615740,0.000000,0.000000,0.012624,0,0.000000,0.7184,0.0000,0.2300
223,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.858462,-0.005472,-0.622957,0.000000,0.000000,0.022507,0,0.000000,0.7172,0.0000,0.2200
224,100,-78.0000,0,-1,0,-1,34,6,timeout,0,2.031922,-0.007022,-0.651603,0.000000,0.000000,0.027134,0,0.000000,0.7159,0.0000,0.2200
225,100,-8.0000,0,-1,0,-1,16,-1,timeout,0,1.518866,-0.003401,-0.624581,0.000000,0.000000,0.062820,0,0.000000,0.7146,0.0000,0.2200
226,100,-18.0000,0,-1,0,-1,28,12,timeout,0,1.755690,0.003122,-0.654054,0.000000,0.000000,0.011941,0,0.000000,0.7134,0.0000,0.2200
227,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.666008,-0.025315,-0.635218,0.000000,0.000000,0.059145,0,0.000000,0.7121,0.0000,0.2200
228,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,2.032055,0.006530,-0.693250,0.000000,0.000000,0.083764,0,0.000000,0.7108,0.0000,0.2200
229,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,1.824069,-0.003349,-0.615746,0.000000,0.000000,0.038991,0,0.000000,0.7095,0.0000,0.2200
230,100,-9.0000,0,-1,0,-1,6,52,timeout,0,1.909641,-0.011595,-0.625687,0.000000,0.000000,0.022596,0,0.000000,0.7083,0.0000,0.2100
231,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,2.133140,-0.019893,-0.667214,0.000000,0.000000,0.067856,0,0.000000,0.7070,0.0000,0.2100
232,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.817188,-0.008664,-0.640080,0.000000,0.000000,0.032280,0,0.000000,0.7057,0.0000,0.2100
233,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,1.976717,0.002454,-0.647686,0.000000,0.000000,0.038627,0,0.000000,0.7045,0.0000,0.2100
234,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,1.518641,-0.007310,-0.658438,0.000000,0.000000,0.034054,0,0.000000,0.7032,0.0000,0.2100
235,100,-18.0000,0,-1,0,-1,14,6,timeout,0,1.951080,-0.010176,-0.672388,0.000000,0.000000,0.041498,0,0.000000,0.7019,0.0000,0.2000
236,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.909247,-0.038726,-0.715393,0.000000,0.000000,0.025152,0,0.000000,0.7007,0.0000,0.2000
237,100,-9.0000,0,-1,0,-1,4,64,timeout,0,1.861974,-0.000481,-0.706766,0.000000,0.000000,0.031297,0,0.000000,0.6994,0.0000,0.2000
238,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,2.012312,-0.003109,-0.733511,0.000000,0.000000,0.060115,0,0.000000,0.6981,0.0000,0.2000
239,100,-19.0000,0,-1,0,-1,10,82,timeout,0,1.579076,-0.008095,-0.709461,0.000000,0.000000,0.025926,0,0.000000,0.6969,0.0000,0.2000
240,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.915953,-0.008097,-0.722424,0.000000,0.000000,0.027891,0,0.000000,0.6956,0.0000,0.1900
241,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.812983,-0.010785,-0.718177,0.000000,0.000000,-0.000221,0,0.000000,0.6943,0.0000,0.1800
242,100,-8.0000,0,-1,0,-1,16,-1,timeout,0,1.942819,0.000333,-0.711490,0.000000,0.000000,0.028660,0,0.000000,0.6931,0.0000,0.1700
243,100,-29.0000,0,-1,0,-1,6,90,timeout,0,1.650705,-0.008367,-0.715752,0.000000,0.000000,0.062757,0,0.000000,0.6918,0.0000,0.1600
244,100,-8.0000,0,-1,0,-1,12,-1,timeout,0,1.328293,0.010587,-0.708507,0.000000,0.000000,0.024552,0,0.000000,0.6905,0.0000,0.1600
245,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.818395,-0.023284,-0.719608,0.000000,0.000000,0.018209,0,0.000000,0.6893,0.0000,0.1500
246,100,-39.0000,0,-1,0,-1,6,34,timeout,0,1.491460,0.004323,-0.729079,0.000000,0.000000,0.046861,0,0.000000,0.6880,0.0000,0.1500
247,100,-8.0000,0,-1,0,-1,12,-1,timeout,0,2.307719,-0.010364,-0.750300,0.000000,0.000000,0.039358,0,0.000000,0.6867,0.0000,0.1500
248,100,-8.0000,0,-1,0,-1,16,-1,timeout,0,1.842872,-0.022139,-0.723696,0.000000,0.000000,0.069918,0,0.000000,0.6854,0.0000,0.1500
249,100,-8.0000,0,-1,0,-1,26,-1,timeout,0,1.881050,-0.010092,-0.734594,0.000000,0.000000,0.030239,0,0.000000,0.6842,0.0000,0.1500
250,100,-8.0000,0,-1,0,-1,12,-1,timeout,0,2.010518,-0.006956,-0.731974,0.000000,0.000000,-0.017608,0,0.000000,0.6829,0.0000,0.1400
251,100,-9.0000,0,-1,0,-1,30,90,timeout,0,1.967627,0.004551,-0.719752,0.000000,0.000000,0.019425,0,0.000000,0.6816,0.0000,0.1300
252,100,-8.0000,0,-1,0,-1,12,-1,timeout,0,1.207311,0.025046,-0.702060,0.000000,0.000000,0.067482,0,0.000000,0.6804,0.0000,0.1200
253,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.749803,-0.013861,-0.682741,0.000000,0.000000,0.018283,0,0.000000,0.6791,0.0000,0.1200
254,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.595590,-0.016514,-0.724165,0.000000,0.000000,-0.024465,0,0.000000,0.6778,0.0000,0.1200
255,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.940214,-0.008035,-0.761817,0.000000,0.000000,0.024390,0,0.000000,0.6766,0.0000,0.1100
256,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,1.398215,0.004463,-0.751310,0.000000,0.000000,0.024368,0,0.000000,0.6753,0.0000,0.1100
257,100,-9.0000,0,-1,0,-1,4,90,timeout,0,1.403551,-0.031164,-0.776116,0.000000,0.000000,-0.003916,0,0.000000,0.6740,0.0000,0.1100
258,100,-8.0000,0,-1,0,-1,38,-1,timeout,0,1.903489,-0.009440,-0.785116,0.000000,0.000000,0.062118,0,0.000000,0.6728,0.0000,0.1100
259,100,-8.0000,0,-1,0,-1,12,-1,timeout,0,1.649646,0.019939,-0.776613,0.000000,0.000000,0.004768,0,0.000000,0.6715,0.0000,0.1100
260,100,-8.0000,0,-1,0,-1,22,-1,timeout,0,1.574577,-0.013304,-0.789549,0.000000,0.000000,0.007212,0,0.000000,0.6702,0.0000,0.1000
261,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,1.867890,-0.000351,-0.782156,0.000000,0.000000,0.002466,0,0.000000,0.6690,0.0000,0.1000
262,28,-82.8000,1,-1,0,-1,-1,4,trap_rush,0,1.440519,0.013852,-0.755448,0.000000,0.000000,0.039005,0,0.000000,0.6677,0.0000,0.1100
263,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.713823,-0.022521,-0.794725,0.000000,0.000000,0.039460,0,0.000000,0.6664,0.0000,0.1100
264,6,-0.6000,1,-1,0,-1,-1,4,trap_rush,0,2.116175,-0.026212,-0.823974,0.000000,0.000000,-0.002180,0,0.000000,0.6652,0.0000,0.1200
265,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,1.846623,-0.013644,-0.801050,0.000000,0.000000,0.063748,0,0.000000,0.6639,0.0000,0.1100
266,94,-8.4000,1,-1,0,-1,6,90,shield_route,0,1.550464,-0.002439,-0.820708,0.000000,0.000000,0.027468,0,0.000000,0.6626,0.0000,0.1100
267,12,-1.2000,1,-1,0,-1,-1,10,trap_rush,0,2.094139,0.092188,-0.853213,0.000000,0.000000,0.102330,0,0.000000,0.6613,0.0000,0.1200
268,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.694232,-0.021426,-0.849047,0.000000,0.000000,0.009917,0,0.000000,0.6601,0.0000,0.1200
269,100,-8.0000,0,-1,0,-1,16,-1,timeout,0,1.441282,-0.010744,-0.874828,0.000000,0.000000,0.038001,0,0.000000,0.6588,0.0000,0.1200
270,100,-9.0000,0,-1,0,-1,6,50,timeout,0,1.799314,0.005019,-0.875491,0.000000,0.000000,0.042852,0,0.000000,0.6575,0.0000,0.1200
271,100,-18.0000,0,-1,0,-1,66,32,timeout,0,1.533288,-0.019526,-0.846152,0.000000,0.000000,0.020737,0,0.000000,0.6563,0.0000,0.1100
272,100,-8.0000,0,-1,0,-1,14,-1,timeout,0,1.676718,0.000333,-0.885700,0.000000,0.000000,0.041297,0,0.000000,0.6550,0.0000,0.1100
273,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.692182,-0.004949,-0.888439,0.000000,0.000000,0.021713,0,0.000000,0.6537,0.0000,0.1000
274,100,-18.0000,0,-1,0,-1,38,18,timeout,0,1.681814,0.014685,-0.850683,0.000000,0.000000,-0.008931,0,0.000000,0.6525,0.0000,0.1000
275,62,-25.2000,1,-1,0,-1,42,4,other,0,1.481364,-0.013808,-0.817756,0.000000,0.000000,0.008056,0,0.000000,0.6512,0.0000,0.1100
276,76,3.4000,1,-1,0,-1,8,74,shield_route,0,1.648497,0.007767,-0.857290,0.000000,0.000000,0.038954,0,0.000000,0.6499,0.0000,0.1200
277,100,-19.0000,0,-1,0,-1,4,24,timeout,0,1.591072,-0.038884,-0.831972,0.000000,0.000000,0.050882,0,0.000000,0.6487,0.0000,0.1200
278,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,1.255792,0.005326,-0.846354,0.000000,0.000000,0.050177,0,0.000000,0.6474,0.0000,0.1200
279,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.537953,-0.000686,-0.848562,0.000000,0.000000,0.006424,0,0.000000,0.6461,0.0000,0.1200
280,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.458020,-0.011605,-0.870456,0.000000,0.000000,0.017162,0,0.000000,0.6449,0.0000,0.1200
281,100,-8.0000,0,-1,0,-1,12,-1,timeout,0,1.293367,0.007533,-0.877889,0.000000,0.000000,0.004413,0,0.000000,0.6436,0.0000,0.1200
282,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,1.362296,0.006284,-0.847601,0.000000,0.000000,0.047300,0,0.000000,0.6423,0.0000,0.1200
283,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.728028,-0.030854,-0.839019,0.000000,0.000000,0.026502,0,0.000000,0.6411,0.0000,0.1200
284,96,-8.6000,1,-1,0,-1,20,92,shield_route,0,1.724174,-0.001325,-0.868528,0.000000,0.000000,0.037132,0,0.000000,0.6398,0.0000,0.1300
285,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.509948,-0.007909,-0.868744,0.000000,0.000000,0.018336,0,0.000000,0.6385,0.0000,0.1300
286,34,-32.4000,1,-1,0,-1,4,24,shield_route,0,1.937869,-0.078445,-0.905070,0.000000,0.000000,-0.020109,0,0.000000,0.6372,0.0000,0.1400
287,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.346142,0.014271,-0.889315,0.000000,0.000000,0.026734,0,0.000000,0.6360,0.0000,0.1400
288,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.662600,-0.022942,-0.910395,0.000000,0.000000,0.001478,0,0.000000,0.6347,0.0000,0.1400
289,100,-8.0000,0,-1,0,-1,26,-1,timeout,0,1.995389,-0.007974,-0.982797,0.000000,0.000000,0.086642,0,0.000000,0.6334,0.0000,0.1400
290,100,-18.0000,0,-1,0,-1,20,8,timeout,0,1.327191,-0.000131,-0.918147,0.000000,0.000000,0.041111,0,0.000000,0.6322,0.0000,0.1400
291,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.964010,-0.008484,-0.957294,0.000000,0.000000,0.017896,0,0.000000,0.6309,0.0000,0.1400
292,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.377058,0.012388,-0.900034,0.000000,0.000000,0.002368,0,0.000000,0.6296,0.0000,0.1300
293,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,1.687564,-0.022404,-0.934370,0.000000,0.000000,0.013392,0,0.000000,0.6284,0.0000,0.1200
294,100,-8.0000,0,-1,0,-1,16,-1,timeout,0,1.389104,-0.000166,-0.929195,0.000000,0.000000,-0.011915,0,0.000000,0.6271,0.0000,0.1200
295,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.509606,0.014288,-0.920518,0.000000,0.000000,0.039966,0,0.000000,0.6258,0.0000,0.1200
296,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,1.758647,-0.018732,-0.923994,0.000000,0.000000,0.042259,0,0.000000,0.6246,0.0000,0.1200
297,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.210839,-0.000565,-0.887852,0.000000,0.000000,0.018107,0,0.000000,0.6233,0.0000,0.1200
298,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.451770,-0.037667,-0.921584,0.000000,0.000000,0.036683,0,0.000000,0.6220,0.0000,0.1200
299,100,-8.0000,0,-1,0,-1,10,-1,timeout,0,1.483588,-0.010590,-0.977777,0.000000,0.000000,0.015216,0,0.000000,0.6208,0.0000,0.1200
300,100,-8.0000,0,-1,0,-1,34,-1,timeout,0,1.756797,-0.004561,-0.965994,0.000000,0.000000,0.029469,0,0.000000,0.6195,0.0000,0.1200
301,100,-8.0000,0,-1,0,-1,20,-1,timeout,0,1.702431,0.003530,-0.960929,0.000000,0.000000,0.027371,0,0.000000,0.6182,0.0000,0.1200
302,100,-8.0000,0,-1,0,-1,18,-1,timeout,0,2.073840,0.010610,-0.937080,0.000000,0.000000,0.013312,0,0.000000,0.6170,0.0000,0.1200
303,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.166774,-0.021046,-0.924509,0.000000,0.000000,0.026316,0,0.000000,0.6157,0.0000,0.1200
304,100,-8.0000,0,-1,0,-1,4,-1,timeout,0,1.266209,-0.000514,-0.954618,0.000000,0.000000,0.048343,0,0.000000,0.6144,0.0000,0.1200
305,100,-8.0000,0,-1,0,-1,22,-1,timeout,0,1.469730,-0.007021,-0.939652,0.000000,0.000000,0.043122,0,0.000000,0.6132,0.0000,0.1200
306,100,-8.0000,0,-1,0,-1,18,-1,timeout,0,1.291606,-0.010256,-0.945823,0.000000,0.000000,-0.006202,0,0.000000,0.6119,0.0000,0.1200
307,100,-8.0000,0,-1,0,-1,6,-1,timeout,0,1.483756,-0.001884,-0.919547,0.000000,0.000000,0.030215,0,0.000000,0.6106,0.0000,0.1200
308,100,-28.0000,0,-1,0,-1,24,4,timeout,0,1.901665,0.001799,-0.912040,0.000000,0.000000,0.043755,0,0.000000,0.6093,0.0000,0.1200
309,100,-8.0000,0,-1,0,-1,8,-1,timeout,0,1.384908,0.005234,-0.932196,0.000000,0.000000,0.000896,0,0.000000,0.6081,0.0000,0.1200
